TechID,SizingID,BldgType,BldgVint,BldgLoc,BldgHVAC,tstat,normunit,numunits,measarea,kwh_tot,kwh_ltg,kwh_task,kwh_equip,kwh_htg,kwh_clg,kwh_twr,kwh_aux,kwh_vent,kwh_venthtg,kwh_ventclg,kwh_refg,kwh_hpsup,kwh_shw,kwh_ext,thm_tot,thm_equip,thm_htg,thm_shw,deskw_ltg,deskw_equ,lastmod
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-NR,None,MFm,Ex,CZ09,rDXGF,0,Area-ft2-BA,1024.1666666666667,24576,99132.68,14740.46,0,59678.04,0.0,19766.93,0,0,4947.25,0,0,0,0,0,0,6895.433447098975,486.92901023890784,1517.5716723549488,4890.932764505119,1,1,2026-08-17 09:01:46.635347
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-NR,None,MFm,Ex,CZ10,rDXGF,0,Area-ft2-BA,1024.1666666666667,24576,99220.62,14740.46,0,59678.04,0.0,20440.96,0,0,4361.16,0,0,0,0,0,0,6086.37337883959,486.92901023890784,710.9423208191126,4888.50204778157,1,1,2026-08-17 09:01:46.635347
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-NR,None,MFm,Ex,CZ11,rDXGF,0,Area-ft2-BA,1024.1666666666667,24576,108753.98999999999,14740.46,0,59678.04,0.0,28470.49,0,0,5865.0,0,0,0,0,0,0,6701.707849829351,486.92901023890784,1269.8723549488054,4944.906484641639,1,1,2026-08-17 09:01:46.635347
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-NR,None,MFm,Ex,CZ12,rDXGF,0,Area-ft2-BA,1024.1666666666667,24576,89944.84,14740.46,0,59678.04,0.0,12593.44,0,0,2932.9,0,0,0,0,0,0,6682.466894197952,486.92901023890784,1249.7849829351535,4945.75290102389,1,1,2026-08-17 09:01:46.635347
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-NR,None,MFm,Ex,CZ13,rDXGF,0,Area-ft2-BA,1024.1666666666667,24576,119248.51000000001,14740.46,0,59678.04,0.0,36130.6,0,0,8699.41,0,0,0,0,0,0,7420.348464163822,486.92901023890784,2016.9382252559726,4916.481228668942,1,1,2026-08-17 09:01:46.635347
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-NR,None,MFm,Ex,CZ14,rDXGF,0,Area-ft2-BA,1024.1666666666667,24576,100948.75000000001,14740.46,0,59678.04,0.0,21096.01,0,0,5434.24,0,0,0,0,0,0,7262.891467576793,486.92901023890784,1869.5723549488055,4906.3901023890785,1,1,2026-08-17 09:01:46.635347
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-NR,None,MFm,Ex,CZ15,rDXGF,0,Area-ft2-BA,1024.1666666666667,24576,150585.7,14740.46,0,59678.04,0.0,63346.84,0,0,12820.36,0,0,0,0,0,0,5862.279180887372,486.92901023890784,558.7245733788395,4816.625597269624,1,1,2026-08-17 09:01:46.635347
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-NR,None,MFm,Ex,CZ16,rDXGF,0,Area-ft2-BA,1024.1666666666667,24576,85536.48,14740.46,0,59678.04,0.0,7848.84,0,0,3269.14,0,0,0,0,0,0,7632.054266211604,486.92901023890784,2106.9,5038.225255972696,1,1,2026-08-17 09:01:46.635347
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-NC,None,MFm,Ex,CZ01,rDXHP,0,Area-ft2-BA,1024.1666666666667,24576,88980.04999999999,14740.46,0,59678.04,12575.65,1204.46,0,0,781.44,0,0,0,0,0,0,5608.5078498293515,486.92901023890784,0.0,5121.578839590444,1,1,2026-08-17 09:01:46.635347
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-NC,None,MFm,Ex,CZ02,rDXHP,0,Area-ft2-BA,1024.1666666666667,24576,101296.94,14740.46,0,59678.04,18398.7,6228.17,0,0,2251.57,0,0,0,0,0,0,5484.729351535835,486.92901023890784,0.0,4997.800341296927,1,1,2026-08-17 09:01:46.635347
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-NC,None,MFm,Ex,CZ03,rDXHP,0,Area-ft2-BA,1024.1666666666667,24576,104991.67,14740.46,0,59678.04,19915.57,8425.34,0,0,2232.26,0,0,0,0,0,0,5503.294880546075,486.92901023890784,0.0,5016.365870307167,1,1,2026-08-17 09:01:46.635347
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-NC,None,MFm,Ex,CZ04,rDXHP,0,Area-ft2-BA,1024.1666666666667,24576,122744.82999999999,14740.46,0,59678.04,28398.15,15029.37,0,0,4898.81,0,0,0,0,0,0,5424.146757679181,486.92901023890784,0.0,4937.217747440273,1,1,2026-08-17 09:01:46.635347
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-NC,None,MFm,Ex,CZ05,rDXHP,0,Area-ft2-BA,1024.1666666666667,24576,104902.41999999998,14740.46,0,59678.04,20674.88,7176.92,0,0,2632.12,0,0,0,0,0,0,5494.17337883959,486.92901023890784,0.0,5007.244368600683,1,1,2026-08-17 09:01:46.635347
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-NC,None,MFm,Ex,CZ06,rDXHP,0,Area-ft2-BA,1024.1666666666667,24576,96707.64,14740.46,0,59678.04,10469.24,9298.98,0,0,2520.92,0,0,0,0,0,0,5427.633447098976,486.92901023890784,0.0,4940.704436860068,1,1,2026-08-17 09:01:46.635347
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-NC,None,MFm,Ex,CZ07,rDXHP,0,Area-ft2-BA,1024.1666666666667,24576,92147.44,14740.46,0,59678.04,8180.75,7445.63,0,0,2102.56,0,0,0,0,0,0,5411.334129692833,486.92901023890784,0.0,4924.405119453925,1,1,2026-08-17 09:01:46.635347
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-NC,None,MFm,Ex,CZ08,rDXHP,0,Area-ft2-BA,1024.1666666666667,24576,108868.31999999998,14740.46,0,59678.04,9376.14,20135.5,0,0,4938.18,0,0,0,0,0,0,5381.8006825938555,486.92901023890784,0.0,4894.871672354949,1,1,2026-08-17 09:01:46.635347
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-NC,None,MFm,Ex,CZ09,rDXHP,0,Area-ft2-BA,1024.1666666666667,24576,117296.90000000001,14740.46,0,59678.04,17528.2,19766.62,0,0,5583.58,0,0,0,0,0,0,5377.207508532423,486.92901023890784,0.0,4890.278498293515,1,1,2026-08-17 09:01:46.635347
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-NC,None,MFm,Ex,CZ10,rDXHP,0,Area-ft2-BA,1024.1666666666667,24576,108209.54999999999,14740.46,0,59678.04,8659.53,20440.84,0,0,4690.68,0,0,0,0,0,0,5375.086689419794,486.92901023890784,0.0,4888.157679180887,1,1,2026-08-17 09:01:46.635347
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-NC,None,MFm,Ex,CZ11,rDXHP,0,Area-ft2-BA,1024.1666666666667,24576,124902.54000000001,14740.46,0,59678.04,15548.48,28470.9,0,0,6464.66,0,0,0,0,0,0,5431.171672354948,486.92901023890784,0.0,4944.242662116041,1,1,2026-08-17 09:01:46.635347
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-NC,None,MFm,Ex,CZ12,rDXHP,0,Area-ft2-BA,1024.1666666666667,24576,106088.49,14740.46,0,59678.04,15651.16,12593.34,0,0,3425.49,0,0,0,0,0,0,5432.137201365187,486.92901023890784,0.0,4945.20819112628,1,1,2026-08-17 09:01:46.635347
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-NC,None,MFm,Ex,CZ13,rDXHP,0,Area-ft2-BA,1024.1666666666667,24576,142897.28999999998,14740.46,0,59678.04,22667.52,36130.63,0,0,9680.64,0,0,0,0,0,0,5402.303754266211,486.92901023890784,0.0,4915.374744027304,1,1,2026-08-17 09:01:46.635347
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-NC,None,MFm,Ex,CZ14,rDXHP,0,Area-ft2-BA,1024.1666666666667,24576,125114.19,14740.46,0,59678.04,23079.39,21097.45,0,0,6518.85,0,0,0,0,0,0,5392.2563139931735,486.92901023890784,0.0,4905.327303754266,1,1,2026-08-17 09:01:46.635347
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-NC,None,MFm,Ex,CZ15,rDXHP,0,Area-ft2-BA,1024.1666666666667,24576,156961.81999999998,14740.46,0,59678.04,6099.08,63345.91,0,0,13098.33,0,0,0,0,0,0,5303.288737201365,486.92901023890784,0.0,4816.359726962457,1,1,2026-08-17 09:01:46.635347
