MeasureID,BldgType,BldgVint,BldgLoc,BldgHVAC,tstat,PreTechID,PreSizingID,StdTechID,StdSizingID,MeasTechID,MsrSizingID,SizingSrc,EU_HrRepVar,NormUnit
LRM AOE +7.5% RCA LSC,MFm,Ex,CZ16,rDXGF,0,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-AOE,None,,None,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-LRM-LSC-Correct-7.5%UC-AOE,None,,,Area-ft2-BA
LRM AOE LSC,MFm,Ex,CZ16,rDXGF,0,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-AOE,None,,None,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-LRM-LSC-Correct-0%UC-AOE,None,,,Area-ft2-BA
LRM AOE +15% RCA LSC,MFm,Ex,CZ01,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-15%UC-AOE,None,,,Area-ft2-BA
LRM AOE +22.5% RCA LSC,MFm,Ex,CZ01,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-22.5%UC-AOE,None,,,Area-ft2-BA
LRM AOE +30% RCA LSC,MFm,Ex,CZ01,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-30%UC-AOE,None,,,Area-ft2-BA
LRM AOE +40% RCA LSC,MFm,Ex,CZ01,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-40%UC-AOE,None,,,Area-ft2-BA
LRM AOE +7.5% RCA LSC,MFm,Ex,CZ01,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-7.5%UC-AOE,None,,,Area-ft2-BA
LRM AOE LSC,MFm,Ex,CZ01,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-0%UC-AOE,None,,,Area-ft2-BA
LRM AOE +15% RCA LSC,MFm,Ex,CZ02,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-15%UC-AOE,None,,,Area-ft2-BA
LRM AOE +22.5% RCA LSC,MFm,Ex,CZ02,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-22.5%UC-AOE,None,,,Area-ft2-BA
LRM AOE +30% RCA LSC,MFm,Ex,CZ02,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-30%UC-AOE,None,,,Area-ft2-BA
LRM AOE +40% RCA LSC,MFm,Ex,CZ02,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-40%UC-AOE,None,,,Area-ft2-BA
LRM AOE +7.5% RCA LSC,MFm,Ex,CZ02,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-7.5%UC-AOE,None,,,Area-ft2-BA
LRM AOE LSC,MFm,Ex,CZ02,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-0%UC-AOE,None,,,Area-ft2-BA
LRM AOE +15% RCA LSC,MFm,Ex,CZ03,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-15%UC-AOE,None,,,Area-ft2-BA
LRM AOE +22.5% RCA LSC,MFm,Ex,CZ03,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-22.5%UC-AOE,None,,,Area-ft2-BA
LRM AOE +30% RCA LSC,MFm,Ex,CZ03,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-30%UC-AOE,None,,,Area-ft2-BA
LRM AOE +40% RCA LSC,MFm,Ex,CZ03,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-40%UC-AOE,None,,,Area-ft2-BA
LRM AOE +7.5% RCA LSC,MFm,Ex,CZ03,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-7.5%UC-AOE,None,,,Area-ft2-BA
LRM AOE LSC,MFm,Ex,CZ03,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-0%UC-AOE,None,,,Area-ft2-BA
LRM AOE +15% RCA LSC,MFm,Ex,CZ04,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-15%UC-AOE,None,,,Area-ft2-BA
LRM AOE +22.5% RCA LSC,MFm,Ex,CZ04,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-22.5%UC-AOE,None,,,Area-ft2-BA
LRM AOE +30% RCA LSC,MFm,Ex,CZ04,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-30%UC-AOE,None,,,Area-ft2-BA
LRM AOE +40% RCA LSC,MFm,Ex,CZ04,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-40%UC-AOE,None,,,Area-ft2-BA
LRM AOE +7.5% RCA LSC,MFm,Ex,CZ04,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-7.5%UC-AOE,None,,,Area-ft2-BA
LRM AOE LSC,MFm,Ex,CZ04,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-0%UC-AOE,None,,,Area-ft2-BA
LRM AOE +15% RCA LSC,MFm,Ex,CZ05,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-15%UC-AOE,None,,,Area-ft2-BA
LRM AOE +22.5% RCA LSC,MFm,Ex,CZ05,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-22.5%UC-AOE,None,,,Area-ft2-BA
LRM AOE +30% RCA LSC,MFm,Ex,CZ05,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-30%UC-AOE,None,,,Area-ft2-BA
LRM AOE +40% RCA LSC,MFm,Ex,CZ05,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-40%UC-AOE,None,,,Area-ft2-BA
LRM AOE +7.5% RCA LSC,MFm,Ex,CZ05,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-7.5%UC-AOE,None,,,Area-ft2-BA
LRM AOE LSC,MFm,Ex,CZ05,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-0%UC-AOE,None,,,Area-ft2-BA
LRM AOE +15% RCA LSC,MFm,Ex,CZ06,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-15%UC-AOE,None,,,Area-ft2-BA
LRM AOE +22.5% RCA LSC,MFm,Ex,CZ06,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-22.5%UC-AOE,None,,,Area-ft2-BA
LRM AOE +30% RCA LSC,MFm,Ex,CZ06,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-30%UC-AOE,None,,,Area-ft2-BA
LRM AOE +40% RCA LSC,MFm,Ex,CZ06,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-40%UC-AOE,None,,,Area-ft2-BA
LRM AOE +7.5% RCA LSC,MFm,Ex,CZ06,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-7.5%UC-AOE,None,,,Area-ft2-BA
LRM AOE LSC,MFm,Ex,CZ06,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-0%UC-AOE,None,,,Area-ft2-BA
LRM AOE +15% RCA LSC,MFm,Ex,CZ07,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-15%UC-AOE,None,,,Area-ft2-BA
LRM AOE +22.5% RCA LSC,MFm,Ex,CZ07,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-22.5%UC-AOE,None,,,Area-ft2-BA
LRM AOE +30% RCA LSC,MFm,Ex,CZ07,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-30%UC-AOE,None,,,Area-ft2-BA
LRM AOE +40% RCA LSC,MFm,Ex,CZ07,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-40%UC-AOE,None,,,Area-ft2-BA
LRM AOE +7.5% RCA LSC,MFm,Ex,CZ07,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-7.5%UC-AOE,None,,,Area-ft2-BA
LRM AOE LSC,MFm,Ex,CZ07,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-0%UC-AOE,None,,,Area-ft2-BA
LRM AOE +15% RCA LSC,MFm,Ex,CZ08,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-15%UC-AOE,None,,,Area-ft2-BA
LRM AOE +22.5% RCA LSC,MFm,Ex,CZ08,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-22.5%UC-AOE,None,,,Area-ft2-BA
LRM AOE +30% RCA LSC,MFm,Ex,CZ08,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-30%UC-AOE,None,,,Area-ft2-BA
LRM AOE +40% RCA LSC,MFm,Ex,CZ08,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-40%UC-AOE,None,,,Area-ft2-BA
LRM AOE +7.5% RCA LSC,MFm,Ex,CZ08,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-7.5%UC-AOE,None,,,Area-ft2-BA
LRM AOE LSC,MFm,Ex,CZ08,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-0%UC-AOE,None,,,Area-ft2-BA
LRM AOE +15% RCA LSC,MFm,Ex,CZ09,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-15%UC-AOE,None,,,Area-ft2-BA
LRM AOE +22.5% RCA LSC,MFm,Ex,CZ09,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-22.5%UC-AOE,None,,,Area-ft2-BA
LRM AOE +30% RCA LSC,MFm,Ex,CZ09,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-30%UC-AOE,None,,,Area-ft2-BA
LRM AOE +40% RCA LSC,MFm,Ex,CZ09,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-40%UC-AOE,None,,,Area-ft2-BA
LRM AOE +7.5% RCA LSC,MFm,Ex,CZ09,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-7.5%UC-AOE,None,,,Area-ft2-BA
LRM AOE LSC,MFm,Ex,CZ09,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-0%UC-AOE,None,,,Area-ft2-BA
LRM AOE +15% RCA LSC,MFm,Ex,CZ10,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-15%UC-AOE,None,,,Area-ft2-BA
LRM AOE +22.5% RCA LSC,MFm,Ex,CZ10,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-22.5%UC-AOE,None,,,Area-ft2-BA
LRM AOE +30% RCA LSC,MFm,Ex,CZ10,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-30%UC-AOE,None,,,Area-ft2-BA
LRM AOE +40% RCA LSC,MFm,Ex,CZ10,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-40%UC-AOE,None,,,Area-ft2-BA
LRM AOE +7.5% RCA LSC,MFm,Ex,CZ10,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-7.5%UC-AOE,None,,,Area-ft2-BA
LRM AOE LSC,MFm,Ex,CZ10,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-0%UC-AOE,None,,,Area-ft2-BA
LRM AOE +15% RCA LSC,MFm,Ex,CZ11,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-15%UC-AOE,None,,,Area-ft2-BA
LRM AOE +22.5% RCA LSC,MFm,Ex,CZ11,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-22.5%UC-AOE,None,,,Area-ft2-BA
LRM AOE +30% RCA LSC,MFm,Ex,CZ11,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-30%UC-AOE,None,,,Area-ft2-BA
LRM AOE +40% RCA LSC,MFm,Ex,CZ11,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-40%UC-AOE,None,,,Area-ft2-BA
LRM AOE +7.5% RCA LSC,MFm,Ex,CZ11,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-7.5%UC-AOE,None,,,Area-ft2-BA
LRM AOE LSC,MFm,Ex,CZ11,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-0%UC-AOE,None,,,Area-ft2-BA
LRM AOE +15% RCA LSC,MFm,Ex,CZ12,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-15%UC-AOE,None,,,Area-ft2-BA
LRM AOE +22.5% RCA LSC,MFm,Ex,CZ12,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-22.5%UC-AOE,None,,,Area-ft2-BA
LRM AOE +30% RCA LSC,MFm,Ex,CZ12,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-30%UC-AOE,None,,,Area-ft2-BA
LRM AOE +40% RCA LSC,MFm,Ex,CZ12,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-40%UC-AOE,None,,,Area-ft2-BA
LRM AOE +7.5% RCA LSC,MFm,Ex,CZ12,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-7.5%UC-AOE,None,,,Area-ft2-BA
LRM AOE LSC,MFm,Ex,CZ12,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-0%UC-AOE,None,,,Area-ft2-BA
LRM AOE +15% RCA LSC,MFm,Ex,CZ13,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-15%UC-AOE,None,,,Area-ft2-BA
LRM AOE +22.5% RCA LSC,MFm,Ex,CZ13,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-22.5%UC-AOE,None,,,Area-ft2-BA
LRM AOE +30% RCA LSC,MFm,Ex,CZ13,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-30%UC-AOE,None,,,Area-ft2-BA
LRM AOE +40% RCA LSC,MFm,Ex,CZ13,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-40%UC-AOE,None,,,Area-ft2-BA
LRM AOE +7.5% RCA LSC,MFm,Ex,CZ13,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-7.5%UC-AOE,None,,,Area-ft2-BA
LRM AOE LSC,MFm,Ex,CZ13,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-0%UC-AOE,None,,,Area-ft2-BA
LRM AOE +15% RCA LSC,MFm,Ex,CZ14,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-15%UC-AOE,None,,,Area-ft2-BA
LRM AOE +22.5% RCA LSC,MFm,Ex,CZ14,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-22.5%UC-AOE,None,,,Area-ft2-BA
LRM AOE +30% RCA LSC,MFm,Ex,CZ14,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-30%UC-AOE,None,,,Area-ft2-BA
LRM AOE +40% RCA LSC,MFm,Ex,CZ14,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-40%UC-AOE,None,,,Area-ft2-BA
LRM AOE +7.5% RCA LSC,MFm,Ex,CZ14,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-7.5%UC-AOE,None,,,Area-ft2-BA
LRM AOE LSC,MFm,Ex,CZ14,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-0%UC-AOE,None,,,Area-ft2-BA
LRM AOE +15% RCA LSC,MFm,Ex,CZ15,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-15%UC-AOE,None,,,Area-ft2-BA
LRM AOE +22.5% RCA LSC,MFm,Ex,CZ15,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-22.5%UC-AOE,None,,,Area-ft2-BA
LRM AOE +30% RCA LSC,MFm,Ex,CZ15,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-30%UC-AOE,None,,,Area-ft2-BA
LRM AOE +40% RCA LSC,MFm,Ex,CZ15,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-40%UC-AOE,None,,,Area-ft2-BA
LRM AOE +7.5% RCA LSC,MFm,Ex,CZ15,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-7.5%UC-AOE,None,,,Area-ft2-BA
LRM AOE LSC,MFm,Ex,CZ15,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-0%UC-AOE,None,,,Area-ft2-BA
LRM AOE +15% RCA LSC,MFm,Ex,CZ16,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-15%UC-AOE,None,,,Area-ft2-BA
LRM AOE +22.5% RCA LSC,MFm,Ex,CZ16,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-22.5%UC-AOE,None,,,Area-ft2-BA
LRM AOE +30% RCA LSC,MFm,Ex,CZ16,rDXHP,0,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-AOE,None,,None,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-Correct-30%UC-AOE,None,,,Area-ft2-BA
